Nov 20 06:10:39.672677 np0000045426 systemd[1]: Started Devstack devstack@n-cpu.service.
Nov 20 06:10:41.805256 np0000045426 nova-compute[89176]: INFO os_vif [-] Loaded VIF plugins: linux_bridge, noop, ovs
Nov 20 06:10:42.013998 np0000045426 nova-compute[89176]: INFO oslo_service.periodic_task [-] Skipping periodic task _heal_instance_info_cache because its interval is negative
Nov 20 06:10:43.102994 np0000045426 nova-compute[89176]: INFO nova.virt.driver [None req-3b2a1faa-602e-4722-b47a-e4fe86d27f1a None None] Loading compute driver 'libvirt.LibvirtDriver'
Nov 20 06:10:43.254822 np0000045426 nova-compute[89176]: INFO nova.compute.provider_config [None req-3b2a1faa-602e-4722-b47a-e4fe86d27f1a None None] No provider configs found in /etc/nova/provider_config/. If files are present, ensure the Nova process has access.
Nov 20 06:10:43.769648 np0000045426 nova-compute[89176]: WARNING oslo_config.cfg [None req-3b2a1faa-602e-4722-b47a-e4fe86d27f1a None None] Deprecated: Option "cpu_model" from group "libvirt" is deprecated. Use option "cpu_models" from group "libvirt".
Nov 20 06:10:43.770780 np0000045426 nova-compute[89176]: WARNING oslo_config.cfg [None req-3b2a1faa-602e-4722-b47a-e4fe86d27f1a None None] Deprecated: Option "live_migration_uri" from group "libvirt" is deprecated for removal (
Nov 20 06:10:43.770780 np0000045426 nova-compute[89176]: live_migration_uri is deprecated for removal in favor of two other options that
Nov 20 06:10:43.770780 np0000045426 nova-compute[89176]: allow to change live migration scheme and target URI: ``live_migration_scheme``
Nov 20 06:10:43.770780 np0000045426 nova-compute[89176]: and ``live_migration_inbound_addr`` respectively.
Nov 20 06:10:43.770780 np0000045426 nova-compute[89176]: ).  Its value may be silently ignored in the future.
Nov 20 06:10:43.986084 np0000045426 nova-compute[89176]: INFO nova.service [-] Starting compute node (version 32.1.0)
Nov 20 06:10:44.518646 np0000045426 nova-compute[89176]: libvirt:  error : internal error: could not initialize domain event timer
Nov 20 06:10:44.519425 np0000045426 nova-compute[89176]: WARNING nova.virt.libvirt.host [None req-f4037836-5297-44fa-9ef7-6249564748a3 None None] URI qemu:///system does not support events: internal error: could not initialize domain event timer: libvirt.libvirtError: internal error: could not initialize domain event timer
Nov 20 06:10:44.523743 np0000045426 nova-compute[89176]: INFO nova.utils [None req-f4037836-5297-44fa-9ef7-6249564748a3 None None] The default thread pool MainProcess.default is initialized
Nov 20 06:10:44.525322 np0000045426 nova-compute[89176]: INFO nova.virt.libvirt.driver [None req-f4037836-5297-44fa-9ef7-6249564748a3 None None] Connection event '1' reason 'None'
Nov 20 06:10:45.032270 np0000045426 nova-compute[89176]: WARNING nova.virt.libvirt.driver [None req-f4037836-5297-44fa-9ef7-6249564748a3 None None] Cannot update service status on host "np0000045426" since it is not registered.: nova.exception_Remote.ComputeHostNotFound_Remote: Compute host np0000045426 could not be found.
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]: INFO nova.virt.libvirt.host [None req-f4037836-5297-44fa-9ef7-6249564748a3 None None] Libvirt host capabilities <capabilities>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:   <host>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <uuid>1edc01ff-c1dd-4fbf-9f68-b8113e0e5077</uuid>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <cpu>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <arch>x86_64</arch>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <model>Nehalem</model>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <vendor>Intel</vendor>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <microcode version='1'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <topology sockets='4' dies='1' cores='1' threads='1'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <feature name='vme'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <feature name='x2apic'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <feature name='hypervisor'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <pages unit='KiB' size='4'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <pages unit='KiB' size='2048'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     </cpu>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <power_management>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <suspend_mem/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     </power_management>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <iommu support='no'/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <migration_features>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <live/>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <uri_transports>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:         <uri_transport>tcp</uri_transport>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:         <uri_transport>rdma</uri_transport>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       </uri_transports>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     </migration_features>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:     <topology>
Nov 20 06:10:51.043334 np0000045426 nova-compute[89176]:       <cells num='1'>
