10.19.119.60 - - [25/Aug/2026:09:44:19 +0000] "GET /identity/v3/ HTTP/1.1" 200 503 "-" "curl/8.5.0"
10.19.119.60 - - [25/Aug/2026:09:44:29 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:29 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1432 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:30 +0000] "GET /identity/v3/projects/admin HTTP/1.1" 404 338 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:30 +0000] "GET /identity/v3/projects?name=admin HTTP/1.1" 200 702 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:30 +0000] "GET /identity/v3/projects/9e604feb7cc84e4a99070790815efdf6 HTTP/1.1" 200 592 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:30 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:30 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1432 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity/v3/users/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity/v3/users?name=admin HTTP/1.1" 200 602 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 589 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:31 +0000] "GET /identity/v3/users/d61a4c25354a4550b2d3577d31b512c4 HTTP/1.1" 200 495 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:32 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 447 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:32 +0000] "PUT /identity/v3/domains/default/users/d61a4c25354a4550b2d3577d31b512c4/roles/72cf9b4d53e34f62b27c51ce35fbeea4 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:32 +0000] "GET /identity HTTP/1.1" 300 577 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.60 - - [25/Aug/2026:09:44:32 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1296 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
