Sep 15 11:21:21.707455 np0000001804 systemd[1]: Started devstack@n-cpu.service - Devstack devstack@n-cpu.service.
Sep 15 11:21:23.180323 np0000001804 nova-compute[86195]: WARNING oslo_config.cfg [-] Deprecated: Option "live_migration_uri" from group "libvirt" is deprecated for removal (
Sep 15 11:21:23.180323 np0000001804 nova-compute[86195]: live_migration_uri is deprecated for removal in favor of two other options that
Sep 15 11:21:23.180323 np0000001804 nova-compute[86195]: allow to change live migration scheme and target URI: ``live_migration_scheme``
Sep 15 11:21:23.180323 np0000001804 nova-compute[86195]: and ``live_migration_inbound_addr`` respectively.
Sep 15 11:21:23.180323 np0000001804 nova-compute[86195]: ).  Its value may be silently ignored in the future.
Sep 15 11:21:23.646175 np0000001804 nova-compute[86195]: INFO os_vif [-] Loaded VIF plugins: noop, ovs
Sep 15 11:21:23.879383 np0000001804 nova-compute[86195]: INFO oslo_service.periodic_task [-] Skipping periodic task _heal_instance_info_cache because its interval is negative
Sep 15 11:21:24.248693 np0000001804 nova-compute[86195]: INFO nova.virt.driver [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] Loading compute driver 'libvirt.LibvirtDriver'
Sep 15 11:21:24.501813 np0000001804 nova-compute[86195]: INFO nova.compute.provider_config [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] No provider configs found in /etc/nova/provider_config/. If files are present, ensure the Nova process has access.
Sep 15 11:21:24.532404 np0000001804 nova-compute[86195]: WARNING oslo_service.backend._threading.service [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] no_fork=True: running service in main process
Sep 15 11:21:24.532404 np0000001804 nova-compute[86195]: INFO nova.service [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] Starting compute node (version 34.1.0)
Sep 15 11:21:24.546285 np0000001804 nova-compute[86195]: INFO nova.thread_pool_factory [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] The default thread pool MainProcess.default is initialized
Sep 15 11:21:25.164903 np0000001804 nova-compute[86195]: INFO nova.virt.libvirt.driver [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] Connection event '1' reason 'None'
Sep 15 11:21:25.195109 np0000001804 nova-compute[86195]: WARNING nova.virt.libvirt.driver [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] Cannot update service status on host "np0000001804" since it is not registered.: nova.exception_Remote.ComputeHostNotFound_Remote: Compute host np0000001804 could not be found.
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]: INFO nova.virt.libvirt.host [None req-d6c99e53-1d43-4f68-8692-b3d02dbe4945 None None] Libvirt host capabilities <capabilities>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:   <host>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <uuid>7a835cdb-c833-40d6-affa-96ed8d12146b</uuid>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <cpu>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <arch>x86_64</arch>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <model>Nehalem</model>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <vendor>Intel</vendor>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <microcode version='1'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <signature family='6' model='26' stepping='3'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <topology sockets='4' dies='1' cores='1' threads='1'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <maxphysaddr mode='emulate' bits='40'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <feature name='vme'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <feature name='x2apic'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <feature name='hypervisor'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <pages unit='KiB' size='4'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <pages unit='KiB' size='2048'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     </cpu>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <power_management/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <iommu support='no'/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <migration_features>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <live/>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <uri_transports>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:         <uri_transport>tcp</uri_transport>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:         <uri_transport>rdma</uri_transport>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       </uri_transports>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     </migration_features>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:     <topology>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:       <cells num='1'>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:         <cell id='0'>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:           <memory unit='KiB'>8131788</memory>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:           <pages unit='KiB' size='4'>2032947</pages>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:           <pages unit='KiB' size='2048'>0</pages>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:           <distances>
Sep 15 11:21:38.426504 np0000001804 nova-compute[86195]:             <sibling id='0' value='10'/>
