10.19.119.5 - - [25/Aug/2026:10:15:14 +0000] "GET /identity/v3/ HTTP/1.1" 200 502 "-" "curl/8.5.0"
10.19.119.5 - - [25/Aug/2026:10:15:23 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:23 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1431 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:24 +0000] "GET /identity/v3/projects/admin HTTP/1.1" 404 338 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:24 +0000] "GET /identity/v3/projects?name=admin HTTP/1.1" 200 700 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity/v3/projects/b28f5f90ad1c4d4293485b5055474e98 HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1431 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity/v3/users/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity/v3/users?name=admin HTTP/1.1" 200 600 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:25 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 587 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity/v3/users/1b4839b76c1b4b9ca8a78e295501187a HTTP/1.1" 200 494 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 446 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "PUT /identity/v3/domains/default/users/1b4839b76c1b4b9ca8a78e295501187a/roles/3e92724f100647d2b9414cf2d5f5a001 HTTP/1.1" 204 201 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "POST /identity/v3/domains HTTP/1.1" 409 442 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 556 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:26 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/roles/admin HTTP/1.1" 404 335 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/roles?name=admin HTTP/1.1" 200 587 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/users/1b4839b76c1b4b9ca8a78e295501187a HTTP/1.1" 200 494 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/domains/default HTTP/1.1" 200 446 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/role_assignments?role.id=3e92724f100647d2b9414cf2d5f5a001&scope.domain.id=default&user.id=1b4839b76c1b4b9ca8a78e295501187a HTTP/1.1" 200 778 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/domains/Default HTTP/1.1" 404 339 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 556 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:27 +0000] "POST /identity/v3/projects HTTP/1.1" 201 553 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/roles HTTP/1.1" 409 392 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity/v3/roles/service HTTP/1.1" 404 337 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity/v3/roles?name=service HTTP/1.1" 200 591 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/roles HTTP/1.1" 201 477 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/roles HTTP/1.1" 201 475 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "GET /identity HTTP/1.1" 300 575 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
10.19.119.5 - - [25/Aug/2026:10:15:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 1295 "-" "openstacksdk/4.18.0 keystoneauth1/5.15.0 python-requests/2.34.2 CPython/3.12.3"
